time,state,altitude,temp,abPct,acx,acy,acz,gyx,gyy,gyz,vertVel,latVel,totVel
6375,6,196.57,21,0,-0.63,-0.35,0.06,53.3,-313.4,-71.6,-18.66,201.86,202.73
6400,6,195.38,21,0,-0.53,-0.17,0.09,87.7,-329.7,-107.1,-18.66,201.86,202.73
6425,6,194.79,21,0,-0.48,-0.52,0.01,123.8,-345.4,-124.8,-21.21,201.61,202.73
6450,6,196.57,21,0,-0.52,-0.16,0.08,156.8,-353.7,-115.1,-14.42,202.21,202.73
6475,6,193.86,21,0,-0.36,-0.05,0.13,187.9,-341.6,-91.7,0,202.73,202.73
6500,6,192.92,21,0,-0.36,0.08,0.21,193.8,-328,-79.1,-27.15,200.9,202.73
6525,6,192.58,21,0,-0.42,0.15,0.2,195.4,-317.2,-67.6,-36.48,199.42,202.73
6550,6,191.06,21,0,-0.4,0.16,0.22,194.1,-307,-54.5,-27.99,200.79,202.73
6575,6,187.32,21,0,-0.26,0.04,0.56,186.8,-292,-20,-37.32,199.27,202.74
6600,6,186.99,21,0,0.1,0.31,0.33,179.7,-288.5,2.2,-92.46,180.43,202.74
6625,6,186.99,21,0,0.02,0.14,0.27,171.7,-285.4,28.3,-68.7,190.74,202.74
6650,6,188.85,21,0,0.37,0.19,0.28,162.2,-281.7,58.2,-59.37,193.85,202.74
6675,6,189.78,21,0,0.79,0.04,0.28,129.4,-268.5,138.9,-37.31,199.28,202.74
6700,6,191.06,21,0,0.85,0.68,0.67,103.9,-260.8,216.9,-12.72,202.34,202.73
6725,6,191.65,21,0,-1.21,2.75,1.27,89.9,-238.5,320.2,37.31,199.27,202.74
6750,6,190.12,21,0,1.87,-0.63,0.38,28,-225.1,414.4,46.64,197.33,202.76
6775,6,187.92,21,0,-0.2,-1.03,0.9,-76.8,-165.4,421.5,31.37,200.31,202.75
6800,7,186.39,21,0,-0.62,-0.26,0.66,-144,-95.1,177.3,-9.32,202.53,202.74
6825,7,186.99,21,0,0.32,-0.51,0.14,-143.6,-44.8,164.4,-33.91,199.89,202.74
6850,7,185.21,21,0,-0.03,-1.12,0.69,-152.1,-16.3,127.1,-40.7,198.61,202.74
6875,7,183.34,21,0,0.23,-0.33,0.15,-138.8,20.5,111.4,-64.44,192.21,202.73
6900,7,183.34,21,0,0.21,-0.5,0.14,-125.6,44.1,110.7,-67.83,191.04,202.72
6925,7,181.81,21,0,0.07,-0.46,0.12,-109.7,65.5,97.3,-45.78,197.48,202.72
6950,7,181.81,21,0,0.02,-0.45,0.11,-89.3,77.1,86.3,-45.77,197.48,202.71
6975,7,181.81,21,0,0.05,-0.43,0.14,-60.2,100.4,63.4,-51.7,196,202.71
7000,7,181.48,21,0,-0.01,-0.55,0.12,-46.4,110.2,39.3,-33.9,199.85,202.7
7025,7,181.81,21,0,0.14,-0.52,0.15,-36.3,118.3,2.2,-18.64,201.84,202.7
7050,7,180.88,21,0,-0.04,-0.58,0.2,-33.9,121,-44.3,-15.25,202.12,202.69
7075,7,178.09,21,0,-0.05,-0.2,0.09,-31.1,129.9,-110.1,-9.32,202.47,202.69
7100,7,178.09,21,0,0.11,-0.17,0.13,-18.9,136.2,-120.4,-37.27,199.23,202.69
7125,7,177.15,21,0,0.13,-0.22,0.14,-9.2,141.7,-117.9,-37.27,199.23,202.68
7150,7,177.15,21,0,0.13,-0.3,0.16,-7.4,146.8,-95.7,-43.21,198.02,202.68
7175,7,176.65,21,0,0.21,-0.22,0.14,0.1,160.2,-54.2,-46.6,197.25,202.68
7200,7,175.71,21,0,0.33,-0.25,0.17,4.4,161,-14.3,-42.36,198.2,202.67
7225,7,175.71,21,0,0.41,-0.62,0.35,-9.8,141.3,94.5,-23.72,201.28,202.67
7250,7,176.05,21,0,0.46,-0.59,0.52,-35.7,121.9,177.8,-23.72,201.27,202.66
7275,7,177.49,21,0,0.58,-0.64,0.33,-37.9,103,280.2,-11,202.35,202.65
7300,7,178.76,21,0,-0.47,-0.23,0.36,-28.8,101.6,300.4,3.38,202.62,202.64
7325,7,178.76,21,0,-0.25,-1.07,0.46,-48.1,98.2,290.7,21.17,201.54,202.64
7350,7,180.63,21,0,-0.84,-0.16,0.38,-55.2,92.8,210,30.49,200.33,202.64
7375,7,181.9,21,0,-0.99,-0.52,0.32,-34.7,93.3,67.3,49.13,196.59,202.64
7400,7,180.97,21,0,-1.45,-1.87,0.83,-104.3,99,-216.7,58.45,194.03,202.64
7425,7,180.97,21,0,-0.79,-1.25,0.59,-173,82.2,-452.9,34.73,199.63,202.63
7450,7,176.39,21,0,-0.22,-0.53,0.24,-201.5,31,-463.4,22.02,201.43,202.63
7475,7,173,21,0,0.37,-0.28,0.39,-240.2,-47.7,-314.9,-23.71,201.23,202.63
7500,7,173,21,0,0.53,-0.43,0.21,-259.4,-99.5,-95.1,-76.23,187.73,202.62
7525,7,172.07,21,0,0.87,-0.79,0.18,-296.1,-128.6,128.6,-88.94,182.05,202.61
7550,7,172.07,21,0,0.83,-1.03,-0.09,-382.7,-138.2,310.9,-88.94,182.04,202.6
7575,7,168.35,21,0,0.45,-0.47,-1.23,-730.5,-6.9,587.4,-88.93,182.02,202.59
7600,7,166.57,21,0,-0.98,2.36,-1.58,-806.4,238,623.7,-80.43,185.93,202.58
7625,7,166.57,21,0,-0.8,1.13,-3.26,-682,448.5,641.7,-64.33,192.12,202.6
7650,7,168.35,21,0,-0.68,3.12,-4.16,-406.6,559.3,697,-64.33,192.13,202.62
7675,7,167.5,21,0,2.98,1.58,-2.11,3,322.4,776.4,-37.24,199.19,202.64
7700,7,167.5,21,0,2.22,-0.47,-0.68,52.7,177.7,496.4,-45.7,197.41,202.64
7725,7,166.57,21,0,1.35,0.75,0.23,6,38.3,368,-8.46,202.44,202.62
7750,7,165.64,21,0,0.86,0.08,-0.13,-43.1,-44.1,264.7,0,202.62,202.62
7775,7,162.85,21,0,0.97,-0.17,-0.34,-152.6,-152.5,128.7,-9.3,202.4,202.61
7800,7,161.92,21,0,0.74,-0.09,-0.57,-206.4,-228.4,42.8,-55,194.99,202.6
7825,7,162.85,21,0,0.61,0.09,-0.77,-261.1,-294.4,-20.7,-55.84,194.75,202.6
7850,7,162.85,21,0,0.51,0.16,-1.28,-304.2,-358.4,-61.2,-46.53,197.18,202.59
7875,7,162.85,21,0,0.58,1.22,-1.75,-294.7,-460.7,-64.4,-37.23,199.14,202.59
7900,7,162.85,21,0,-0.61,1.12,-2.25,-248.7,-456.6,-33.5,-27.92,200.66,202.6
7925,7,161.92,21,0,-0.49,1.26,-1.73,-187.7,-409.7,8,0,202.61,202.61
7950,7,161.92,21,0,-1,2.14,-1.15,-142.6,-328,58,0,202.62,202.62
7975,7,161.92,21,0,-1.26,1.47,-0.79,-35.5,-183,122,-9.3,202.43,202.64
8000,7,161.92,21,0,-2.48,2.14,-0.12,39.6,-98,155.9,-9.3,202.45,202.66
8025,7,160.99,21,0,-1.39,0.68,-1,94,-21.4,216.9,-9.3,202.48,202.69
